carb3_activity,process_set_id,process_id,option_id,trl,applicability,notes,provenance,confidence
Cement Tile Works,default,site_services,onsite_solar_pv,,commercial,Roof PV,engineering judgement,medium
Cement Works,default,cement_grinding,calcined_clay_lc3,,prospective,LC3 blending at grinding; requires new UK clay calcination capacity,[R_LC3_REV] LC3 reviews; no UK plant yet,medium
Cement Works,default,cement_grinding,clinker_substitution_scm,9,commercial,Blend SCMs/limestone at finish grinding to cut clinker factor; UK GGBS/PFA supply constrained,[R_MPA_ROADMAP] roadmap lever: low-carbon multi-component cements,high
Cement Works,default,cement_grinding,controls_vsds,,commercial,"High-efficiency separators, mill optimisation; electricity-only",engineering judgement,medium
Cement Works,default,cement_grinding,recycled_cement_clinker_cec,,demonstration,Recycled cement from EAF route blended as clinker substitute; Cement 2 Zero trials,[R_C2Z] Cement 2 Zero industrial trial programme,medium
Cement Works,default,clinker_cooling,controls_vsds,,commercial,Cooler fan VSDs,engineering judgement,medium
Cement Works,default,clinker_cooling,waste_heat_recovery_process,,commercial,Cooler air recovery to preheater/raw-mill drying standard; WHR power possible,engineering judgement,high
Cement Works,default,kiln_pyroprocessing,calcium_looping_ccs,5-7,prospective,"Natural sorbent synergy with cement; EU pilots, no UK project",[R_NPJ] npj review of UK cement decarbonisation covers capture routes,medium
Cement Works,default,kiln_pyroprocessing,direct_separation_leilac,6,demonstration,LEILAC calciner captures process CO2 only; EU pilot/demo scale,[R_NPJ] npj review of UK cement decarbonisation covers direct separation,medium
Cement Works,default,kiln_pyroprocessing,electric_kiln_calcination,6,prospective,Full electric clinker pyroprocessing unproven at commercial scale; process CO2 remains,[R_NPJ] electrification discussed in UK cement decarbonisation literature,low
Cement Works,default,kiln_pyroprocessing,h2_kiln_furnace_burner,5-8,demonstration,Partial hydrogen in kiln main burner demonstrated; 100% H2 unproven; supply constraint,[R_MPA_RIBB] Ribblesdale trial included hydrogen in main burner,high
Cement Works,default,kiln_pyroprocessing,kiln_net_zero_fuel_mix_h2_biomass,,demonstration,World-first net-zero fuel mix (H2/MBM/glycerine) trialled at Ribblesdale main burner,[R_MPA_RIBB] MPA/Heidelberg Ribblesdale trial 2021,high
Cement Works,default,kiln_pyroprocessing,oxyfuel_ccs,5-7,demonstration,Oxyfuel cement demos in EU; needs kiln rebuild; no UK project,[R_NPJ] npj review of UK cement decarbonisation covers oxyfuel capture,medium
Cement Works,default,kiln_pyroprocessing,post_combustion_amine_ccs,9-11,demonstration,"UK full-scale project at Padeswood (FID taken, construction starting) via HyNet","[R_PADESWOOD] Heidelberg Materials FID for Padeswood CCS, 2025",high
Cement Works,default,kiln_pyroprocessing,rotodynamic_electric_heater,,prospective,Electrified precalciner heat; first industrial delivery overseas; very large grid demand,"[R_COOLBROOK] Coolbrook pilot >1000C, cement application targeted",medium
Cement Works,default,kiln_pyroprocessing,waste_derived_fuels,,commercial,UK kilns already run high alternative-fuel shares; further substitution incremental,[R_MPA_ROADMAP] MPA roadmap counts fuel switching to wastes/biomass among key levers,high
Cement Works,default,packing_dispatch,compressed_air_optimisation,,commercial,Packing lines use compressed air; electricity-only otherwise,engineering judgement,low
Cement Works,default,quarry_mobile_plant,battery_electric_nrmm,,demonstration,Commercial for smaller units; large quarry trucks still demo; charging infrastructure,engineering judgement,medium
Cement Works,default,quarry_mobile_plant,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel excavators/dumpers; cost premium; feedstock sustainability,engineering judgement,high
Cement Works,default,quarry_mobile_plant,hydrogen_nrmm,,demonstration,H2 combustion/fuel-cell NRMM (e.g. JCB) at demo stage; refuelling constraint,engineering judgement,low
Cement Works,default,quarrying_crushing,controls_vsds,,commercial,"VSDs/optimised control on crushers, screens and conveyors (largely electric duty already)",engineering judgement,medium
Cement Works,default,raw_grinding_blending,controls_vsds,,commercial,"Mill/fan VSDs and grinding circuit optimisation; electricity-only process, no fuel switch",engineering judgement,medium
Cement Works,default,site_services,controls_vsds,,commercial,"Site fans, pumps, lighting controls",engineering judgement,medium
Cement Works,default,site_services,heat_pump_below_100,9,commercial,Space heating/hot water,engineering judgement,medium
Cement Works,default,site_services,onsite_solar_pv,,commercial,Large land/roof availability at cement sites,engineering judgement,medium
Chemical Works,default,distillation_separation,heat_recovery_heat_pump,8-9,commercial,Upgrade overhead/condenser waste heat,[annex58_t2_2024] Annex 58 integration concepts,medium
Chemical Works,default,distillation_separation,htp_heat_pump_100_150,8-9,demonstration,Reboiler duty from condenser heat where lift suits,[annex58_t2_2024] Annex 58 distillation integration concepts,medium
Chemical Works,default,distillation_separation,mvr,9,commercial,Established for evaporators and close-boiling separations,[joule_elec_2022] MVR for separations in electrification review,high
Chemical Works,default,distillation_separation,rotating_packed_bed_intensification,,prospective,"Intensified separations; application-specific, pilot for distillation",[rpb_guide_2018] Industrial RPB application guide,low
Chemical Works,default,distillation_separation,waste_heat_recovery_process,,commercial,Pinch/heat integration across column trains,[chem_roadmap_2015] Heat integration in roadmap options,high
Chemical Works,default,drying,electric_resistance_oven_furnace,8-9,commercial,Electric ovens/dryers for powders and specialties,engineering judgement,medium
Chemical Works,default,drying,heat_recovery_heat_pump,8-9,commercial,Dryer exhaust heat recovery,engineering judgement,medium
Chemical Works,default,drying,htp_heat_pump_100_150,8-9,demonstration,Hot air/LP steam for dryers from waste heat,[annex58_t1_2023] HTHP technology status incl. drying,medium
Chemical Works,default,drying,microwave_rf_drying,7-9,demonstration,Dielectric drying of high-value powders; product-specific qualification,engineering judgement,low
Chemical Works,default,electrochemical_processes,controls_vsds,,commercial,Rectifier efficiency and cell-house optimisation; already electric,engineering judgement,low
Chemical Works,default,electrochemical_processes,electrochemical_synthesis_routes,,speculative,New electrochemical routes displacing thermochemical steps; product-specific,[jacsau_echem_2022] Emerging electrochemical processes review,low
Chemical Works,default,electrochemical_processes,waste_heat_recovery_process,,commercial,Cell cooling heat to site hot water,engineering judgement,low
Chemical Works,default,process_machine_drives,controls_vsds,,commercial,Electricity-only duty; motors/VSDs where material,engineering judgement,medium
Chemical Works,default,reaction_heating,biomethane_fuel,8-9,commercial,Drop-in for fired duties; supply constrained,[chem_roadmap_2015] Bioenergy options in UK chemicals roadmap,medium
Chemical Works,default,reaction_heating,electric_resistance_oven_furnace,8-9,commercial,Direct electric heating of reactors/furnaces at moderate scale,[joule_elec_2022] Electrification barriers and opportunities,medium
Chemical Works,default,reaction_heating,electric_steam_cracker,7,demonstration,Olefin cracker furnaces only; 6 MW demo furnaces operating at Ludwigshafen,[ecracker_2024] BASF/SABIC/Linde demo start-up,medium
Chemical Works,default,reaction_heating,electrified_reforming_esmr,6,prospective,Syngas/methanol/ammonia sites only,[topsoe_esmr_2021] eSMR demonstration plant,medium
Chemical Works,default,reaction_heating,electrode_boiler,9,commercial,Steam/hot-oil duties to ~350C; grid connection and power price exposure,[joule_elec_2022] Electrification of chemical industry heat review,high
Chemical Works,default,reaction_heating,h2_boiler,7-9,demonstration,"Cluster hydrogen supply dependent (HyNet, East Coast)",engineering judgement,low
Chemical Works,default,reaction_heating,htp_heat_pump_150_200,6-7,demonstration,MP steam for reaction duties from waste heat,[annex58_t1_2023] Annex 58 HTHP technology status,medium
Chemical Works,default,refrigeration,controls_vsds,,commercial,"Compressor sequencing, floating head pressure",engineering judgement,medium
Chemical Works,default,refrigeration,heat_recovery_heat_pump,8-9,commercial,Upgrade condenser reject heat to useful hot water/LP heat,engineering judgement,medium
Chemical Works,default,refrigeration,waste_heat_recovery_process,,commercial,Desuperheaters on refrigeration plant,engineering judgement,medium
Chemical Works,default,site_services,battery_electric_nrmm,,commercial,FLTs; ATEX-rated units where required,engineering judgement,medium
Chemical Works,default,site_services,heat_pump_below_100,9,commercial,Space heating and hot water,engineering judgement,high
Chemical Works,default,site_services,hvo_bio_oils_dropin,9,commercial,Drop-in for residual diesel plant,engineering judgement,medium
Chemical Works,default,site_services,insulation_upgrade,,commercial,Steam and hot-oil distribution insulation,engineering judgement,medium
Chemical Works,default,site_services,onsite_solar_pv,,commercial,Subject to land/roof and hazardous area constraints,engineering judgement,high
Chemical Works,default,utilities_steam,biomass_boiler,9,commercial,Proven; fuel logistics and permitting,[chem_roadmap_2015] Biomass in roadmap pathways,high
Chemical Works,default,utilities_steam,biomethane_fuel,8-9,commercial,Drop-in; supply constrained,engineering judgement,medium
Chemical Works,default,utilities_steam,electrode_boiler,9,commercial,Direct substitute for gas steam boilers; hybrid operation for price risk,[joule_elec_2022] E-boilers in chemicals electrification review,high
Chemical Works,default,utilities_steam,h2_boiler,7-9,demonstration,Cluster H2 supply dependent,engineering judgement,medium
Chemical Works,default,utilities_steam,htp_heat_pump_150_200,6-7,demonstration,MP steam from site waste heat,[annex58_t1_2023] HTHP status to 200C,medium
Chemical Works,default,utilities_steam,post_combustion_amine_ccs,9-11,commercial,Large point sources within CO2 transport reach of clusters,[chem_roadmap_2015] CCS central to chemicals roadmap pathways,high
Chemical Works,default,utilities_steam,thermal_storage_power_to_heat,7-9,demonstration,Flexible power-to-steam with storage against price volatility,engineering judgement,medium
Coking and Carbonising Plant,default,byproduct_plant,cog_hydrogen_recovery,9,commercial,PSA H2 separation from cleaned COG for fuel/feedstock,[REF_COG_H2] ACS COG hydrogen recovery review,medium
Coking and Carbonising Plant,default,byproduct_plant,controls_vsds,,commercial,"Exhausters, pumps, cooling systems",engineering judgement,low
Coking and Carbonising Plant,default,byproduct_plant,heat_recovery_heat_pump,8-9,prospective,Upgrade low-grade heat from gas cooling/ammonia stills,engineering judgement,low
Coking and Carbonising Plant,default,coal_handling_preparation,battery_electric_nrmm,,commercial,Electric loaders for coal yard,engineering judgement,low
Coking and Carbonising Plant,default,coal_handling_preparation,controls_vsds,,commercial,"Conveyors, crushers, screens",engineering judgement,low
Coking and Carbonising Plant,default,coal_handling_preparation,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel yard plant,engineering judgement,low
Coking and Carbonising Plant,default,coke_quenching_handling,coke_dry_quenching,9,commercial,CDQ with steam/power recovery replaces wet quenching; high capex for small UK plants,[REF_CDQ] CTCN CDQ description,high
Coking and Carbonising Plant,default,oven_battery_carbonisation,biomethane_fuel,8-9,prospective,Supplement/substitute underfiring gas where COG diverted to H2 recovery,engineering judgement,low
Coking and Carbonising Plant,default,oven_battery_carbonisation,insulation_upgrade,,commercial,Battery refractory/sealing maintenance reduces underfiring gas,engineering judgement,low
Coking and Carbonising Plant,default,oven_battery_carbonisation,post_combustion_amine_ccs,9-11,demonstration,Capture on underfiring flue gas; studied in integrated-mill CCS schemes,[REF_IEAGHG] IEAGHG steel sector CCS studies include coke oven flue,medium
