carb3_activity,shape_id,process_id,shape_class,duty_factor,peak_to_mean,runs_when_idle,seasonality,provenance,confidence
Tannery,tannery__effluent_treatment,effluent_treatment,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('aeration blowers; pumps; sludge dewatering') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Tannery,tannery__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; space heating/ventilation; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Vehicle repair workshop / garage,vehicle_repair_workshop_garage__workshop_equipment,workshop_equipment,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('two-post lifts; air compressor; impact wrenches; MOT brake tester; dia') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Vehicle repair workshop / garage,vehicle_repair_workshop_garage__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('workshop lighting; extract ventilation; office computers; vending/refr') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Vehicle repair workshop / garage,vehicle_repair_workshop_garage__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas warm-air heater; radiant heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Vehicle repair workshop / garage,vehicle_repair_workshop_garage__water_heating,water_heating,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas water heater; parts washer') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Wafer Fabrication,wafer_fabrication__process_tools,process_tools,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lithography scanners; etchers; furnaces/CVD; implanters; CMP') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Wafer Fabrication,wafer_fabrication__cleanroom_hvac,cleanroom_hvac,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('makeup air units; FFU/recirculation fans; exhaust fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Wafer Fabrication,wafer_fabrication__chilled_water_plant,chilled_water_plant,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('centrifugal chillers; cooling towers; PCW pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Wafer Fabrication,wafer_fabrication__ultrapure_water,ultrapure_water,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('RO trains; EDI; UPW polishing and distribution pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Wafer Fabrication,wafer_fabrication__bulk_gases_cda,bulk_gases_cda,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('nitrogen plant; CDA compressors; house vacuum pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Wafer Fabrication,wafer_fabrication__exhaust_abatement,exhaust_abatement,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('point-of-use burn/wet abatement; scrubbers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Wafer Fabrication,wafer_fabrication__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Works,works__machine_drive,machine_drive,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('press brakes; saws; plasma/laser cutters; welding sets; air compressor') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Works,works__process_heating,process_heating,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('heat-treatment furnaces; galvanising/stoving ovens; powder-coat cure o') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Works,works__surface_treatment,surface_treatment,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('plating baths; anodising rectifiers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Works,works__process_cooling,process_cooling,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('quench systems; chillers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Works,works__other_process,other_process,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('test rigs; fume extraction') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Works,works__steam_hot_water,steam_hot_water,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam boilers; degreasing/wash tanks') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Works,works__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('high-bay lighting; extract ventilation; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Works,works__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('warm-air heaters; radiant tube heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Workshop,workshop__machining_metalworking,machining_metalworking,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lathes; milling machines; pillar drills; bench grinders; welding sets') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Workshop,workshop__process_heating,process_heating,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('brazing hearth; small heat-treatment oven; paint-drying lamps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Workshop,workshop__process_cooling,process_cooling,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('coolant chillers; refrigerated dryers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Workshop,workshop__other_process,other_process,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('test rigs; battery charging') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Workshop,workshop__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('high-bay lighting; extract fans; office ICT') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Workshop,workshop__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas warm-air heaters; radiant tube heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Workshop,workshop__water_heating,water_heating,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas water heater; washrooms') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
